idindividu;identite;prenom;nom;surnom;provVilleT;titreT;titreTN;professionT;professionTN;chargeEcclT;chargeEcclTN;provDiocT;santeT;statutT;statutTN;titre2T;titre2TN;profession2T;profession2TN;genre
2466;andree chapusii;andree;chapusii;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1713;johannes del carme;johannes;del carme;NULL;NULL;NULL;NULL;epicier;epicier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1984;petrus deu rocha;petrus;deu rocha;NULL;NULL;NULL;NULL;sergent d armes du pape;sergent d armes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1446;marchonus de neomis;marchonus;de neomis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
160;raimundus de salguis;raimundus;de salguis;NULL;NULL;seigneur;seigneur;NULL;NULL;patriarche d antioche et eveque d agen;patriarche;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1608;geraldus deymerii;geraldus;deymerii;NULL;NULL;NULL;NULL;epicier;epicier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2052;henricus dominici;henricus;dominici;NULL;NULL;NULL;NULL;marchand de ble;marchand de ble;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1604;georgi tigrini;georgi;tigrini;NULL;lucques;NULL;NULL;changeur;changeur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2059;jacobus foresii;jacobus;foresii;NULL;NULL;NULL;NULL;pollassier;pollassier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2104;robinetus formenti;robinetus;formenti;NULL;NULL;NULL;NULL;fustier;fustier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2027;arnaldus fradini;arnaldus;fradini;NULL;NULL;NULL;NULL;marchand de legumes et de fruits;marchand de legumes et de fruits;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1802;petrus fresqueti;petrus;fresqueti;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2197;johannes fusterii;johannes;fusterii;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2272;petrus galdeberti;petrus;galdeberti;NULL;NULL;NULL;NULL;jardinier;jardinier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1578;dominicus galterii;dominicus;galterii;NULL;NULL;NULL;NULL;tavernier;tavernier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1834;raymundus gasqui;raymundus;gasqui;NULL;NULL;NULL;NULL;savetier;savetier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1167;johannes de mansso;johannes;de mansso;NULL;NULL;maitre;maitre;notaire de la cour;notaire;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1549;bertrandus desiderii;bertrandus;desiderii;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ribairier;ribairier;homme
1436;jacobe maynerie;jacobe;maynerie;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
585;petrus pascalis;petrus;pascalis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2422;raymundus germani;raymundus;germani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1906;guillelmus gibosii;guillelmus;gibosii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1857;suffredus giraudi;suffredus;giraudi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2198;johannes giraudi;johannes;giraudi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2001;raymundus giroardi;raymundus;giroardi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2002;raymundus gobalhe;raymundus;gobalhe;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1550;bertrandus granuherii;bertrandus;granuherii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2046;guillelmus gerardi;guillelmus;gerardi;NULL;NULL;NULL;NULL;epicier;epicier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1986;petrus girard aubergiste;petrus;girard;NULL;NULL;NULL;NULL;aubergiste;aubergiste;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2055;hugo gorrerii;hugo;gorrerii;NULL;NULL;NULL;NULL;courrier du pape;courrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2057;hugoninus gorrerii;hugoninus;gorrerii;NULL;NULL;NULL;NULL;pelletier;pelletier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1515;arnaldus johannis;arnaldus;johannis;NULL;avignon;NULL;NULL;jardinier;jardinier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2253;pontius grimaudi;pontius;grimaudi;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2056;hugo groverii;hugo;groverii;NULL;NULL;NULL;NULL;pelletier;pelletier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2047;guillelmus guingo;guillelmus;guingo;NULL;NULL;NULL;NULL;jardinier;jardinier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2200;johahnes guraudi;johahnes;guraudi;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1719;johannes jobertii alias dautu;johannes;joberti;NULL;NULL;NULL;NULL;sergent d armes;sergent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1508;anthonius johannis;anthonius;johannis;NULL;NULL;NULL;NULL;epicier;epicier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1482;predicator;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;communaute
1716;johannes girardi;johannes;girardi;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;homme
152;girardus guidaloti;girardus;guidaloti;NULL;florence;NULL;NULL;changeur;changeur;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
212;bertrandus bertreti;bertrandus;bertreti;NULL;NULL;NULL;NULL;tavernier;tavernier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
220;girardus garsini;girardus;garsini;NULL;avignon;NULL;NULL;changeur;changeur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
206;johannes de blauzaco;johannes;de blauzaco;NULL;NULL;noble;noble;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;coseigneur de blauzac;coseigneur;NULL;NULL;homme
1485;vaquerii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;communaute
1175;guillelmus de ponte;guillelmus;de ponte;NULL;NULL;maitre;maitre;notaire;notaire;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
191;arnaldus atti;arnaldus;atti;de ventenaco;NULL;NULL;NULL;jardinier;jardinier;NULL;NULL;diocese d ariege;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
151;arnaldus de portis;arnaldus;de portis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;diocese de valence;NULL;familier de l eveque d avignon;familier;NULL;NULL;NULL;NULL;homme
125;bertrandus ymberti;bertrandus;ymberti;NULL;NULL;bourgeois;bourgeois;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
131;petrus ratonchini;petrus;ratonchini;NULL;NULL;seigneur;seigneur;NULL;NULL;chapelain commensal du pape;chapelain;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
145;hugo blanchi;hugo;blanchi;NULL;NULL;seigneur;seigneur;procureur fiscal du pape;procureur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;avocat de l eveque d avignon et licencie en lois;avocat;homme
121;matheus de arva;matheus;de arva;NULL;NULL;maitre;maitre;lapicide ou lapicide;lapicide;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
202;johannes meliorini;johannes;meliorini;NULL;NULL;NULL;NULL;epicier ou apothicaire;epicier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
205;johannes alvernhatii;johannes;alvernhatii;NULL;NULL;NULL;NULL;cordier;cordier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
201;agabitus meliorini;agabitus;meliorini;NULL;NULL;NULL;NULL;epicier ou apothicaire;epicier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;huissier du pape;huissier;homme
214;ludovicus amorachi;ludocivus;amorachi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
215;angelonus amorachi;angelonus;amorachi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
221;benedictus boit;benedictus;boit;NULL;les angles;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
222;martinus palus;martinus;palus;NULL;les angles;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
223;dominicus blanchi;dominicus;blanchi;NULL;les angles;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1403;heredes bernardi de la vassella;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1463;uxor johannis de poitiers;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1404;heredes bernardi verani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1405;heredes bertrandi rusquerii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1407;heredes francisci bontosi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1408;heredes fulconis gezaudi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1409;heredes guillelmi de masano;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1410;heredes guillelmi malferrat;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1411;heredes guillelmi tertie;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1412;heredes henrici alamanni;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1413;heredes hugonis malosani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1468;curaterii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;communaute
1469;fratres cartusiensiun villenove;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;communaute
2434;raymundus jonquini;raymundus;jonquini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2004;rauletus;rauletus;NULL;NULL;NULL;maitre;maitre;cuisinier du cardinal guillaume de la jugie;cuisinier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1907;guillelmus judei;guillelmus;judei;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2135;bertrandus judei;bertrandus;judei;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2435;petrus juliani;petrus;juliani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2396;stephanus cothel;stephanus;cothel;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2242;petrus de chausaco;petrus;de chausaco;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2243;petrus de ledano;petrus;de ledano;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2245;petrus de mutheyo;petrus;de mutheyo;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2246;petrus doliferna;petrus;doliferna;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2312;odinetus karoli;odinetus;karoli;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1870;agnetis la paonieyra;agnetis;la paonieyra;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1524;bartholomeus lappi;bartholomeus;lappi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2150;ferronus lardini;ferronus;lardini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2138;broquinus le possi;broquinus;le possi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1964;laurentus lo charretier;laurentus;lo charretier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1976;perrini lo sarte;perrini;lo sarte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1869;ademarius comte valentinensis;ademarius;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2270;symonetus;symonetus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
4;ludovicus blanchi;ludovicus;blanchi;de ruspo;NULL;NULL;NULL;changeur;changeur;NULL;NULL;NULL;NULL;citoyen d avignon;citoyen d avignon;NULL;NULL;NULL;NULL;homme
1654;heredes petri audini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1655;heredes pontii de cavismontibus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
2107;stephanus johannis;stephanus;johannis;NULL;NULL;NULL;NULL;fustier;fustier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1633;guillelmus juliani;guillelmus;juliani;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2395;durantus de dya;durantus;de dya;NULL;NULL;NULL;NULL;chaussetier;chaussetier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1808;petrus la brossa;petrus;la brossa;NULL;NULL;NULL;NULL;boulanger;boulanger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2062;jacometus lancelmi;jacometus;lancelmi;NULL;NULL;NULL;NULL;barbier;barbier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2108;sterlinus le pau;sterlinus;le pau;NULL;NULL;NULL;NULL;marchand;marchand;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1859;syffredus lombardi;syffredus;lombardi;NULL;NULL;NULL;NULL;pelletier;pelletier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1656;heredes mort guillelmi de cavallione;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
5;johannes blanchi;johannes;blanchi;de ruspo;NULL;NULL;NULL;changeur;changeur;NULL;NULL;NULL;NULL;citoyen d avignon;citoyen d avignon;NULL;NULL;NULL;NULL;homme
10;francisquetus de campanino;francisquetus;de campanino;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1832;prior et conventus fratrum ordinis heremitarum sancti augustini avinionis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;communaute
19;ludovicus de moreriis;ludovicus;de moreriis;NULL;chateaurenard;damoiseau;damoiseau;NULL;NULL;NULL;NULL;diocese d avignon;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1;micheletus granerii;micheletus;granerii;NULL;NULL;NULL;NULL;courrier;courrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2;johannes vierni;johannes;vierni;NULL;NULL;NULL;NULL;courrier;courrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
13;robertus giliberti;robertus;giliberti;NULL;arefloro;maitre;maitre;maitre des fosses;maitre des fosses;NULL;NULL;diocese de rouen;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
256;petrus guilhaberti;petrus;guilhaberti;NULL;NULL;NULL;NULL;cordier;cordier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
259;guimetus lartissuti;guimetus;lartissuti;NULL;NULL;NULL;NULL;chanvrier;chanvrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;tisserand;tisserand;homme
260;jacobus reboli;jacobus;rebolli;NULL;NULL;NULL;NULL;chanvrier;chanvrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;marchand de tissu;marchand;homme
262;petrus de serris;petrus;de serris;beulaygua;NULL;NULL;NULL;boucher;boucher;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
240;cathochius lori;cathochius;lori;NULL;florence;NULL;NULL;epicier;epicier;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
224;petrus damiani;petrus;damiani;NULL;avignon;damoiseau ou bourgeois;damoiseau ou bourgeois;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
241;johannes boterii;johannes;boterii;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;sergent de la cour episcopale;sergent;homme
261;thomas aymerici;thomas;aymerici;lo rascas;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;sergent d armes de la cour episcopale;sergent d armes;homme
252;mononus raynoardi;mononus;raynoardi;raymbaudi;avignon;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
244;matheus broquerii;matheus;broquerii;NULL;avignon;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
245;poncetus albigerii;poncetus;albigerii;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
247;stephanus transargue;stephanus;transargue;NULL;avignon;NULL;NULL;fustier;fustier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
257;bindonus bensavenni;bindonus;bensavenni;NULL;italien;NULL;NULL;marchand;marchand;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
200;jotus jacobi;jotus;jacobi;NULL;poggibonsi;NULL;NULL;epicier ou apothicaire;epicier;NULL;NULL;diocese de florence;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
258;jacobus cambini;jacobus;cambini;NULL;NULL;NULL;NULL;changeur;changeur;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;aubergiste;aubergiste;homme
194;ramundus arnaldi de pratis;ramundus;arnaldi de pratis;NULL;NULL;noble;noble;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;seigneur;seigneur;NULL;NULL;homme
278;guillelmus de sancto gervasio;guillelmus;de sancto gervasio;NULL;baucaire;bourgeois;bourgeois;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
279;bertranetus de sancto michaele;bertranetus;de sancto michaele;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
283;jacobus lartissuti;jacobus;lartissuti;NULL;NULL;NULL;NULL;chanvrier;chanvrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
284;petrus lartissuti;petrus;lartissuti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
285;suffredus lartissuti;suffredus;lartissuti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
286;anthonius guigonis;anthonius;guigonis;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
288;peyrotus roberti;peyrotus;roberti;NULL;NULL;NULL;NULL;meunier;meunier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
290;johannes de plano;johannes;de plano;NULL;NULL;NULL;NULL;boucher;boucher;NULL;NULL;diocese de clermont-ferrand;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
291;poncius regis;pontius;regis;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
292;anthonius bechardi;anthonius;bechardi;NULL;avignon;NULL;NULL;marchand de fois et de bois;marchand;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
293;pochonus raytoni;pochonus;raytoni;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
295;petrus raynerii;petrus;raynerii;penot;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
1570;colinus luqueti;colinus;luqueti;NULL;NULL;NULL;NULL;scieur;scieur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
298;isnardus bonaudi;isnardus;bonaudi;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
299;stephanus bathalha;stephanus;bathalha;NULL;NULL;NULL;NULL;poissonnier;poissonnier;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
301;petrus escorti;petrus;escorti;NULL;NULL;maitre;maitre;tailleur;tailleur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
302;johannes senhoreti;johannes;senhoreti;de rosans;NULL;NULL;NULL;corroyeur;corroyeur;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
303;geraudus faraudi;geraudus;faraudi;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
305;petrus thalaroyre;petrus;thalaroyre;NULL;marseille;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
306;gaucelmus vanayre;gaucelmus;vanayre;NULL;NULL;NULL;NULL;boucher;boucher;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
315;petrus sicardi;petrus;sicardi;NULL;NULL;NULL;NULL;boucher;boucher;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
319;johannes garini;johannes;garini;NULL;saint jean d angely;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;habitant d avignon;habitant d avignon;NULL;NULL;NULL;NULL;homme
320;petrus odoardi;petrus;odoardi;de vacayratio;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
321;petrus churchaiu;petrus;churchaiu;lo fol;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
