"idIndividu","identite","prenom","nom","surnom","provVille","titre","profession","chargeEccl","sante","provDioc","statut","residence","titre2","profession2","identiteNorm","genre"
1448,"monede spina","monede","spina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1460,"sanxette suffrede","sanxette","suffrede",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
752,"gaufridus de curia","gaufridus","de curia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
753,"gaufridus genesii","gaufridus","genesii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
379,"johannes carbonelli","johannes","carbonelli",NULL,NULL,NULL,"tabernarius",NULL,NULL,NULL,NULL,NULL,NULL,"mercator","johannis carbonelli","homme"
2587,"isnart de cabrieras","isnart","de cabrieras",NULL,NULL,NULL,NULL,"cappellan de la cappellania de monsenher l’evesque",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2666,"guido de bolonia","guido","de bolonia",NULL,NULL,NULL,NULL,"cardinalis de bolonia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2535,"biatris laurensa","biatris","laurensa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2541,"joan de paernas","joan","de paernas",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2525,"silvestre guilhez chaugeyo",NULL,NULL,NULL,NULL,NULL,"cambiador en cort de roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2813,"bernart fornier","bernart","fornier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2734,"guilhem dit nasquet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2690,"peyre labet senior",NULL,NULL,NULL,NULL,"damoiseau",NULL,NULL,NULL,"diocese de limoges",NULL,NULL,NULL,NULL,NULL,"homme"
2543,"bertranna fabressa","bertranna","fabressa",NULL,NULL,NULL,"candelaria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2581,"ayglina de blaujac","ayglina","de blaujac",NULL,NULL,NULL,NULL,"abdessa del monastier de sancta caterine",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2652,"cecile audiberte vellerie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2731,"heres nicolau lemi grimaut de lucha",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
2756,"margarita laurens jandre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1917,"heredes berengar de vacairatio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
1871,"albertus lombardi","albertus","lombardi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1989,"petrus luppi","petrus","luppi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1918,"heredes bernard chayssii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
2311,"johannes luppi","johannes","luppi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1919,"heredes bertrandus benedict",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
1920,"heredes bertrandus berengar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
1921,"heredes bertrandus bontosii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
1922,"heredes bertrandus boyreti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
1923,"heredes bertrandus clemense",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
1924,"heredes bidoni lede",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
859,"ranulphus de lugato","ranulphus","de lugato",NULL,NULL,NULL,NULL,"laicus",NULL,"caturcensis dioc.",NULL,NULL,NULL,NULL,NULL,"homme"
884,"benedictus andree","benedictus","andree",NULL,NULL,NULL,NULL,"clericus caturcensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
638,"comunitas merceriorum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"comunitas merceri","communaute"
927,"johannes chautardi","johannes","chautardi",NULL,NULL,NULL,NULL,"clericus burgensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1974,"mulieris vocate la breta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1687,"johanna de gran",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
946,"monetus vesiani","monetus","vesiani",NULL,NULL,NULL,NULL,"clericus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
878,"arnaldus de fabrica","arnaldus","de fabrica",NULL,NULL,NULL,"scriptor pape","canonicus ecclesie sancti petri",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1960,"johannes renondelli","johannes","renondelli",NULL,NULL,"magister","scriptor litterarum apostolicarum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1622,"guillelmeta bocherii","guillelmeta","bocherii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2176,"johannete chayne","johannete","chayne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
873,"thomas giberti","thomas","giberti",NULL,NULL,NULL,"sartor",NULL,NULL,"bojonensis diocesis",NULL,NULL,NULL,NULL,NULL,"homme"
1858,"suffredus raynaudi","suffredus","raynaudi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1492,"agnesia boneti","agnesia","boneti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1494,"agnesia lo borgonho","agnesia","lo borgonho",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
855,"raymundus ortolani","raymundus","ortolani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
857,"raymundus raynoardi","raymundus","raynoardi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
961,"peiretus desiderii","peiretus","desiderii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2693,"guilehem de castel","guilehem","de castel",NULL,NULL,NULL,NULL,"camerlenc de l evesque d avignon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2742,"guter gometii","guter","gometii",NULL,NULL,NULL,NULL,"eveque de palencia cardinal surnomme cardinal d espagne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2749,"nicholau geri","nicholau","geri",NULL,NULL,NULL,NULL,"comte palatin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2770,"martinus salva","martinus","salva",NULL,NULL,NULL,NULL,"cardinalis eveque de pampelunensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2833,"petrus de colona","petrus","de colona",NULL,NULL,NULL,NULL,"cardinalis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
865,"rostagnus raymberti","rostagnus","raymberti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
880,"attavianus de roma","attavianus","de roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
912,"guillelmus de montepessulano","guillelmus","de montepessulano",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
926,"johannes de buffanos","johannes","de buffanos",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
856,"raymundus petri de vienna","raymundus","petri de vienna",NULL,NULL,NULL,"coloratoris pellium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
858,"raymundus redorterii","raymundus","redorterii",NULL,NULL,NULL,"cultor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1493,"agnesia de granoy","agnesia","de granoy","la picarda",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
860,"raymbaudus de congens","raymbaudus","de congens",NULL,NULL,NULL,"veyrerius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1497,"alanus mervelh","alanus","mervelh","lo breto",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2595,"peyre starenc","peyre","starenc",NULL,NULL,NULL,"faber",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2603,"joan de vezalays","joan","de vezalays",NULL,NULL,NULL,"pellicier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2609,"berenguier spinel","berenguier","spinel",NULL,NULL,NULL,"affanator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2680,"jacobus milhonis","jacobus","milhonis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2606,"girart barret","girart","barret",NULL,NULL,NULL,"tavernier",NULL,NULL,"diocese de langre",NULL,NULL,NULL,NULL,NULL,"homme"
1888,"canonic de montefavesio quod vulgariter appellatur lesturio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"communaute"
1442,"johannes recomani","johannes","recomani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1443,"johannes requilini","johannes","requilini",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1394,"bertrandus resaudi","bertrandus","resaudi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1458,"ramundus ricardi","ramundus","ricardi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
639,"commune civitatis avinionis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"commune civitate avinionis","homme"
951,"petrus de liffiaco","petrus","de liffiaco",NULL,NULL,NULL,NULL,"donatus hospitalis sancti benedicti de capite pondis rodani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2295,"ponsetus peyrerii","ponsetus","peyrerii",NULL,NULL,NULL,"porterius cardinalis morinensis",NULL,"quondam saint-pierre",NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1788,"petrus clerici","petrus","clerici",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2631,"rostanh giraut","rostanh","giraut",NULL,NULL,NULL,"drapier",NULL,"quondam",NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1498,"alasacia clavelle","alasacia","clavelle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1850,"sebella clerici","sebella","clerici",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2015,"thome de cantu","thome","de cantu",NULL,NULL,"magister","serviens armorum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1841,"rixendis de agenno","rixendis","de agenno",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1600,"gascendis de cavallione","gascendis","de cavallione",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2309,"guimone de belna","guimone","de belna",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2328,"johanne de caturco","johanne","de caturco",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
983,"stephanus salvatoris","stephanus","salvatoris",NULL,NULL,NULL,"socius caparum cardinalis guillelmi judicis","presbyter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
950,"petrus guimonis de aurasica","petrus","guimonis de aurasica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
959,"petrus de sancto michale","petrus","de sancto michaele",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2628,"garnier de lheon","garnier","de lheon",NULL,NULL,NULL,NULL,NULL,"mort en 1358",NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2630,"franscesc giraut","franscesc","giraut",NULL,NULL,NULL,NULL,NULL,"quondam",NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1748,"luchas cochi","luchas","cochi",NULL,NULL,NULL,NULL,"capellanus",NULL,NULL,NULL,NULL,NULL,"speciator",NULL,"homme"
1165,"pontius fede","pontius","fede",NULL,NULL,NULL,NULL,NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Ponci Fede","homme"
1177,"imbertus redortherii","imbertus","redortherii",NULL,NULL,NULL,NULL,NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Imbert Redortheri","homme"
1198,"guillelmus masconi","guillelmus","masconi",NULL,NULL,NULL,NULL,NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Guillelm Masconi","homme"
1220,"johannes ruppefortis","johannes","ruppefortis",NULL,NULL,NULL,NULL,NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Johannis Ruppefortis","homme"
1225,"raymundus de novaysano","raymundus","de novaysano",NULL,NULL,NULL,NULL,NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Ramund de Novaysano","homme"
1240,"johannes boquerii","johannes","boquerii",NULL,NULL,NULL,NULL,NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Johannis Boqueri","homme"
1265,"isnardus flors","isnardus","flors",NULL,NULL,NULL,NULL,NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Isnardi Flors","homme"
1217,"petrus michaelis","petrus","michaelis",NULL,NULL,NULL,"piperarius",NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Petri Michael","homme"
1232,"johannes ricardi","johannes","ricardi",NULL,NULL,NULL,"serrator",NULL,"quondam prevot",NULL,NULL,NULL,NULL,NULL," Johannis Ricardi","homme"
169,"petrus radulphi de segureto","petrus","radulphi de segureto",NULL,NULL,"dominus","licenciatus in legibus",NULL,NULL,NULL,"civis avinionis",NULL,NULL,NULL,"petri radulphi de segureti","homme"
2610,"jorgi de lerida","jorgi","de lerida",NULL,NULL,NULL,"mercadier de sal",NULL,NULL,NULL,"habitator avinionis",NULL,NULL,NULL,NULL,"homme"
2615,"jaucme cambi","jaucme","cambi",NULL,NULL,NULL,"cambiador en cort de roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2621,"richart negre","richart","negre",NULL,NULL,NULL,"barbier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2623,"deydier canet","deydier","canet",NULL,NULL,NULL,"polassaer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2624,"franquello de regio","franquello","de regio",NULL,NULL,NULL,"corrieu papa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2625,"pons tolozan","pons","tolozan",NULL,NULL,NULL,"laboureur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2626,"gregori artuevin","gregori","artuevin",NULL,NULL,NULL,"gipier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2546,"peiret folquier","peiret","folquier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"","homme"
1008,"pontius barbe","pontius","barbe",NULL,NULL,NULL,"jurisperitus",NULL,NULL,NULL,NULL,NULL,NULL,"procurator",NULL,"homme"
2430,"trinhona de fabrica","trinhona","de fabrica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1971,"mona de gorde","mona","de gorde",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2394,"catherine de dya","catherine","de dya",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2285,"clarete de gluceis","clarete","de gluceis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2203,"johannes probihominis","johannes","probihominis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2832,"celestin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"communaute"
2839,"heredes johannis lene",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
2544,"jaucma pelaprat","jaucma","pelaprat",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
1816,"petrus sabateri","petrus","sabateri",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1829,"pontius sabbaterii","pontius","sabbaterii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1513,"arnaldus barnoyni","arnaldus","barnoyni",NULL,NULL,NULL,"laborator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2067,"johannes baudreni","johannes","baudreni",NULL,NULL,NULL,"ortolanus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2068,"johannes benedicti","johannes","benedicti",NULL,NULL,NULL,"aygaderius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
828,"petrus de bellofortis","petrus","de bellofortis",NULL,NULL,NULL,"notarius publicus",NULL,"quondam 1366",NULL,NULL,NULL,NULL,NULL,NULL,"homme"
994,"guillelmus raynaldi","guillelmus","raynaldi",NULL,NULL,NULL,NULL,"presbyter beneficiatus in ecclesia sancti agricoli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1020,"guillelmus arnaldi","guillelmus","arnaldi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1025,"hugonis de mories","hugonis","de mories",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1043,"ramundus tortose","ramundus","tortose",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1074,"bertrandus raynaldi","bertrandus","raynaldi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1079,"peyretus ortolani","peyretus","ortolani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1088,"guillelmus laurenti","guillelmus","laurenti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1090,"guillelmus descauti","guillelmus","descauti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1092,"guillelmus oliverii","guillelmus","oliverii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1101,"raymundus marquesii","raymundus","marquesii",NULL,NULL,NULL,NULL,"clericus",NULL,NULL,"familiaris guillelmi de guillelmia",NULL,NULL,NULL,NULL,"homme"
2598,"philipon bergier","philipon","bergier",NULL,NULL,NULL,NULL,NULL,NULL,"diocese de progien",NULL,NULL,NULL,NULL,NULL,"homme"
1071,"peiretus isarni","peiretus","isarni",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1192,"elias de sancto eredio",NULL,NULL,"cardinalis uticensis",NULL,"dominus",NULL,"cardinalis",NULL,NULL,NULL,NULL,NULL,NULL," Cardinalis Uticensis","homme"
1867,"yvonetus rivi","yvonetus","rivi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2227,"nycholaus ruffi","nycholaus","ruffi",NULL,NULL,NULL,NULL,"presbyter sancti petri",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1526,"bartholomeus robberti","bartholomeus","robberti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1820,"peyretus rodon","peyretus","rodon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
948,"perrochonus urtice","perrochonus","urtice",NULL,NULL,"domicellus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2336,"guidonus raymundi","guidonus","raymundi",NULL,NULL,NULL,"stivator vinorum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1835,"raymundus rini","raymundus","rini",NULL,NULL,NULL,"fusterius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1639,"guillelmus rollandi","guillelmus","rollandi",NULL,NULL,NULL,"pelherius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1856,"stephanus rossini","stephanus","rossini",NULL,NULL,NULL,"ortolanus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1566,"clemens rostagni","clemens","rostagni",NULL,NULL,NULL,"laborator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1727,"johannes saunerii","johannes","saunerii",NULL,NULL,NULL,"sabaterius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2294,"stephanus rollande","stephanus","rollande",NULL,NULL,NULL,NULL,NULL,"quondam saint-pierre",NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1099,"guimonis nini de senis","guimonis","nini de senis",NULL,NULL,NULL,"argentarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1100,"pontius alzoni","pontius","alzoni",NULL,NULL,NULL,"frucherius sive ortolanus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1049,"petrus rogerii II","petrus","rogerii","cardinalis bellifortis",NULL,NULL,NULL,"cardinalis bellifortis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1072,"rinaldo orsini","rinaldo","orsini","cardinalis de ursinis",NULL,NULL,NULL,"cardinalis de ursinis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1103,"guillelmus magroni","guillelmus","magroni",NULL,NULL,NULL,"macellarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1554,"bertrandus scoferii","bertrandus","scoferii",NULL,NULL,NULL,"ortolanus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1106,"johannes mercerii","johannes","mercerii",NULL,NULL,NULL,"abreviator pape",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1107,"johannes marescalli","johannes","marescalli",NULL,NULL,NULL,"fozenerius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
1146,"elias de taleyrand","cardinalis","petragoricensis","cardinalis petragoricensis",NULL,"dominus",NULL,"cardinalis",NULL,NULL,NULL,NULL,NULL,NULL," Cardinalis Petragoricensis","homme"
1487,"bernardus magaldi","bernardus","magaldi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
371,"johannes de savoya","johannes","de savoya",NULL,NULL,NULL,"ribayrerius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johannis de savoya","homme"
2572,"karherina arnols","karherina","arnols",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2580,"borga arnolsa","borga","arnolsa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2588,"stephaneta de coutels","stephaneta","de coutels",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2600,"izabel garnerii","izabel","garnerii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2801,"giraut de insula","giraut","de insula",NULL,NULL,NULL,NULL,NULL,NULL,"diocese de geneve",NULL,NULL,NULL,NULL,NULL,"homme"
2751,"guillaumet de guoyn","guillaumet","de guoyn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2759,"peyre bensevenha","peyre","bensevenha",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2763,"johan terrini junior","johan","terrini",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2772,"peire de sancta cruce","peire","de sancta cruce",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2773,"hugo demergue","hugo","demergue",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2779,"bertrand videric","bertrand","videric",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2782,"peyre barraci junior","peyre","barraci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme"
2757,"girauda laurens","girauda","laurens",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2767,"anthoneta ysnart","anthoneta","ysnart",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2717,"heres de nadal jaufre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heritier"
2787,"douce costantin","douce","costantin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2789,"johaneta rosa","johaneta","rosa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2792,"emelina figuiera","emelina","figuiera",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
2794,"bitrona martin","bitrona","martin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme"
